ulasan_st,label
"['maaf', 'ngasih', 'ulasannkarna', 'liat', 'hasil', 'hasill', 'muas', 'bru', 'minum', 'biji', 'langsung', 'had', 'y', 'poko', 'y', 'mantappp']",positif
"['reaksi', 'jamu']",negatif
"['serius', 'jamu', 'manjur', 'banget', 'cocok', 'banget', 'telat']",positif
"['jamu', 'habis', 'ko', 'blm', 'mens', 'kecewa', 'bange']",negatif
"['mantab', 'banged', 'lgsung', 'topcer', 'padhl', 'telad', 'stlah', 'mnum', 'hasil']",positif
"['udh', 'abis', 'obat', 'ttp', 'g', 'dapet']",negatif
"['obat', 'habis', 'tpi', 'blom', 'jga', 'haidpadahal', 'minum', 'atur']",negatif
"['udh', 'hbis', 'pack', 'tpi', 'ttep', 'ajah', 'haid']",negatif
"['minum', 'dus', 'habis', 'reaksi']",negatif
"['udh', 'paket', 'blm', 'dpt', 'mens', 'coba', 'pesan', 'udh', 'masuk', 'bln', 'gk', 'dpt', 'mens']",negatif
"['mujarab', 'gaessiiip', 'daaahh']",positif
"['maaf', 'kasi', 'ulas', 'sesuai', 'ucap', 'obat', 'habis', 'dapet', 'kecawaa']",negatif
"['habis', 'bungkus', 'blm', 'haid', 'sedih']",negatif
"['alhamdulillah', 'minum', 'langsung']",positif
"['paket', 'terima', 'efek', 'manjur', 'mnum', 'x', 'langsung', 'kluar', 'rekomen', 'bngt', 'kirim']",positif
"['mual', 'jamuya', 'sakit', 'perut']",negatif
"['minum', 'habis', 'sisa', 'butir', 'tp', 'smp', 'skrg', 'blm', 'tanda', 'haid', 'sedih', 'banget']",negatif
"['udah', 'minum', 'x', 'kapsul', 'kunjung', 'haid', 'sampe']",negatif
"['efek', 'sekal', 'coba', 'x', 'moga', 'kali', 'bener', 'mujarab']",negatif
"['ad', 'reaksisudah', 'minum', 'beberap', 'kali']",negatif
"['mantul', 'banget', 'jamu', 'oke', 'banget']",positif
"['pesan', 'dri', 'tgl', 'feb', 'nyampe', 'maret', 'bangeett', 'udh', 'x', 'minum', 'blm', 'reaksi', 'ni']",negatif
"['minum', 'langsung', 'haid']",positif
"['obat', 'udah', 'abis', 'respek', 'apa']",negatif
"['mantapmalam', 'minum', 'pagi', 'langsung', 'keluartop', 'bgt', 'deh']",positif
"['jamu', 'udah', 'tggl', 'x', 'minum', 'tpi', 'blom', 'dapatt', 'gmn', 'inikecewa']",negatif
"['habis', 'jamu', 'menstruasi']",negatif
"['manjur', 'mantap', 'jamu', 'bener', 'bener', 'oke', 'banget']",positif
"['minum', 'x', 'langsung', 'halanganmanjurr', 'bnget']",positif
"['minum', 'kali', 'langsung', 'mens']",positif
"['udah', 'hbs', 'kapsul', 'tapi', 'efek', 'blm', 'jgaa']",negatif
"['bener', 'minum', 'x', 'langsung', 'dpt', 'haid']",positif
"['sampe', 'packing', 'rapihbaru', 'x', 'minum', 'belu', 'hasilsemoga', 'haid', 'lancar']",negatif
"['minum', 'kapsul', 'hasil']",negatif
"['cocok', 'telat', 'bulang', 'langsung', 'haid']",positif
"['terimakasih', 'reaponsnya', 'cepat', 'jamu', 'manjur', 'banget']",positif
"['terima', 'kasih', 'tokped', 'jamu', 'manjur']",positif
"['langgan', 'belanja', 'pokok', 'oke', 'jamu']",positif
"['alhamdulillah', 'cocok', 'siklus', 'haid', 'atur', 'suka', 'telat', 'tanggal', 'haid', 'mundur', 'dapet', 'bonus']",positif
"['respon', 'cepet', 'recomended', 'seller', 'jamu', 'mujarab']",positif
"['jamu', 'mantap', 'abis', 'langsung', 'bocor']",positif
"['manjur', 'langsung', 'haid']",positif
"['serius', 'jamu', 'bener', 'bener', 'manjur', 'banget']",positif
"['minum', 'kali', 'besok', 'langsung', 'top', 'cer']",positif
